"list_name","name_choice","label_choice","name_new","country","type","name_question","label_question","column_name_new","type_question","label_choice.country"
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_3_4","Select the share of produced LIVESTOCK used for: Sales","use_percentage_livestock_sales","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_3_5","Select the share of produced LIVESTOCK used for: Gifts","use_percentage_livestock_gift","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_3_6","Select the share of produced LIVESTOCK used for: Wasted/lost","use_percentage_livestock_wasted","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_3_7","Select the share of produced LIVESTOCK used for: Other use","use_percentage_livestock_other","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_4_1","Select the share of produced FISH used for: Household consumption","use_percentage_fish_household_consumption","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_4_2","Select the share of produced FISH used for: Own livestock consumption","use_percentage_fish_own_fish_consumption","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_4_3","Select the share of produced FISH used for: Sales","use_percentage_fish_sales","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_4_4","Select the share of produced FISH used for: Gifts","use_percentage_fish_gift","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_4_5","Select the share of produced FISH used for: Wasted/lost","use_percentage_fish_wasted","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_4_6","Select the share of produced FISH used for: Other use","use_percentage_fish_other","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_5_1","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for cooking","use_percentage_trees_h_cooking","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_5_2","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for building","use_percentage_trees_h_building","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_5_3","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for heating","use_percentage_trees_h_heating","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_5_4","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household other use","use_percentage_trees_h_other","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_5_5","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Sales","use_percentage_trees_sales","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_5_6","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Gifts","use_percentage_trees_gift","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_5_7","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Wasted/lost","use_percentage_trees_wasted","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_5_8","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Other use","use_percentage_trees_other","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_6_1","Select the share of produced HONEY used for: Household consumption","use_percentage_honey_household_consumption","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_6_3","Select the share of produced HONEY used for: Sales","use_percentage_honey_sales","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_6_4","Select the share of produced HONEY used for: Gifts","use_percentage_honey_gift","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_6_5","Select the share of produced HONEY used for: Wasted/lost","use_percentage_honey_wasted","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_6_6","Select the share of produced HONEY used for: Other use","use_percentage_honey_other","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_7_1","Select the share of produced OTHER ON-FARM PRODUCT used for: Household consumption","use_percentage_other_household_consumption","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_7_2","Select the share of produced OTHER ON-FARM PRODUCT used for: Own livestock consumption","use_percentage_other_own_livestock_consumption","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_7_3","Select the share of produced OTHER ON-FARM PRODUCT used for: On-farm use","use_percentage_other_on_farm_use","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_7_4","Select the share of produced OTHER ON-FARM PRODUCT used for: Sales","use_percentage_other_sales","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_7_5","Select the share of produced OTHER ON-FARM PRODUCT used for: Gifts","use_percentage_other_gift","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_7_6","Select the share of produced OTHER ON-FARM PRODUCT used for: Wasted/lost","use_percentage_other_wasted","select_one",NA
"1_4_2_2","75","51-75%",NA,"global","select_one 1_4_2_2","_1_4_2_7_7","Select the share of produced OTHER ON-FARM PRODUCT used for: Other","use_percentage_other_other","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_2_1","Select the share of harvested CROPS (including perennial crops) used for: Household consumption","use_percentage_crops_household_consumption","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_2_2","Select the share of harvested CROPS (including perennial crops) used for: Own livestock consumption","use_percentage_crops_own_livestock_consumption","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_2_3","Select the share of harvested CROPS (including perennial crops) used for: Sales","use_percentage_crops_sales","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_2_4","Select the share of harvested CROPS (including perennial crops) used for: Gifts","use_percentage_crops_gift","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_2_5","Select the share of harvested CROPS (including perennial crops) used for: Wasted/lost","use_percentage_crops_wasted","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_2_6","Select the share of harvested CROPS (including perennial crops) used for: Other use","use_percentage_crops_other","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_3_1","Select the share of produced LIVESTOCK used for: Household consumption","use_percentage_livestock_household_consumption","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_3_3","Select the share of produced LIVESTOCK used for: Household use","use_percentage_livestock_own_livestock_consumption","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_3_4","Select the share of produced LIVESTOCK used for: Sales","use_percentage_livestock_sales","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_3_5","Select the share of produced LIVESTOCK used for: Gifts","use_percentage_livestock_gift","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_3_6","Select the share of produced LIVESTOCK used for: Wasted/lost","use_percentage_livestock_wasted","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_3_7","Select the share of produced LIVESTOCK used for: Other use","use_percentage_livestock_other","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_4_1","Select the share of produced FISH used for: Household consumption","use_percentage_fish_household_consumption","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_4_2","Select the share of produced FISH used for: Own livestock consumption","use_percentage_fish_own_fish_consumption","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_4_3","Select the share of produced FISH used for: Sales","use_percentage_fish_sales","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_4_4","Select the share of produced FISH used for: Gifts","use_percentage_fish_gift","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_4_5","Select the share of produced FISH used for: Wasted/lost","use_percentage_fish_wasted","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_4_6","Select the share of produced FISH used for: Other use","use_percentage_fish_other","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_5_1","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for cooking","use_percentage_trees_h_cooking","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_5_2","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for building","use_percentage_trees_h_building","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_5_3","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household use for heating","use_percentage_trees_h_heating","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_5_4","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Household other use","use_percentage_trees_h_other","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_5_5","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Sales","use_percentage_trees_sales","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_5_6","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Gifts","use_percentage_trees_gift","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_5_7","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Wasted/lost","use_percentage_trees_wasted","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_5_8","Select the share of produced WOOD/BARK/RUBBER/ETC (FROM TREES) used for: Other use","use_percentage_trees_other","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_6_1","Select the share of produced HONEY used for: Household consumption","use_percentage_honey_household_consumption","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_6_3","Select the share of produced HONEY used for: Sales","use_percentage_honey_sales","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_6_4","Select the share of produced HONEY used for: Gifts","use_percentage_honey_gift","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_6_5","Select the share of produced HONEY used for: Wasted/lost","use_percentage_honey_wasted","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_6_6","Select the share of produced HONEY used for: Other use","use_percentage_honey_other","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_7_1","Select the share of produced OTHER ON-FARM PRODUCT used for: Household consumption","use_percentage_other_household_consumption","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_7_2","Select the share of produced OTHER ON-FARM PRODUCT used for: Own livestock consumption","use_percentage_other_own_livestock_consumption","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_7_3","Select the share of produced OTHER ON-FARM PRODUCT used for: On-farm use","use_percentage_other_on_farm_use","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_7_4","Select the share of produced OTHER ON-FARM PRODUCT used for: Sales","use_percentage_other_sales","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_7_5","Select the share of produced OTHER ON-FARM PRODUCT used for: Gifts","use_percentage_other_gift","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_7_6","Select the share of produced OTHER ON-FARM PRODUCT used for: Wasted/lost","use_percentage_other_wasted","select_one",NA
"1_4_2_2","100","76-100%",NA,"global","select_one 1_4_2_2","_1_4_2_7_7","Select the share of produced OTHER ON-FARM PRODUCT used for: Other","use_percentage_other_other","select_one",NA
"1_4_3_1","1","Application of Chemical fertilizers.",NA,"global","select_multiple 1_4_3_1","_1_4_3_1","Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?","soil_fertility_management","select_multiple",NA
"1_4_3_1","2","Application of Organic fertilizers or Manure.",NA,"global","select_multiple 1_4_3_1","_1_4_3_1","Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?","soil_fertility_management","select_multiple",NA
"1_4_3_1","3","Use of Ecological practices (e.g., cover crops, legume intercropping, mulching, etc.).",NA,"global","select_multiple 1_4_3_1","_1_4_3_1","Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?","soil_fertility_management","select_multiple",NA
"1_4_3_1","0","No ecological practices, chemical or organic fertilizer were applied.",NA,"global","select_multiple 1_4_3_1","_1_4_3_1","Over the past 12 months [add country meaning], what did you do to improve the soil fertility of cropland?","soil_fertility_management","select_multiple",NA
"1_4_3_5","1","Chemical fungicides/pesticides/herbicides.",NA,"global","select_multiple 1_4_3_5","_1_4_3_5","Over the past 12 months [add country meaning], what did you do to manage pests on cropland?","pest_management","select_multiple",NA
"1_4_3_5","2","Non-chemical fungicides/pesticides/herbicides.",NA,"global","select_multiple 1_4_3_5","_1_4_3_5","Over the past 12 months [add country meaning], what did you do to manage pests on cropland?","pest_management","select_multiple",NA
"1_4_3_5","3","Ecological practices (e.g., crop rotation, planting repelling plants).",NA,"global","select_multiple 1_4_3_5","_1_4_3_5","Over the past 12 months [add country meaning], what did you do to manage pests on cropland?","pest_management","select_multiple",NA
"1_4_3_5","0","No ecological practices, chemical or non-chemical pesticides were applied.",NA,"global","select_multiple 1_4_3_5","_1_4_3_5","Over the past 12 months [add country meaning], what did you do to manage pests on cropland?","pest_management","select_multiple",NA
"1_4_3_8","1","Vaccination",NA,"global","select_multiple 1_4_3_8","_1_4_3_8","Over the past 12 months [add country meaning], how did you manage livestock diseases","livestock_diseases_management","select_multiple",NA
"1_4_3_8","2","Antibiotics",NA,"global","select_multiple 1_4_3_8","_1_4_3_8","Over the past 12 months [add country meaning], how did you manage livestock diseases","livestock_diseases_management","select_multiple",NA
"1_4_3_8","3","Organic treatments",NA,"global","select_multiple 1_4_3_8","_1_4_3_8","Over the past 12 months [add country meaning], how did you manage livestock diseases","livestock_diseases_management","select_multiple",NA
"1_4_3_8","4","Quarantine measures",NA,"global","select_multiple 1_4_3_8","_1_4_3_8","Over the past 12 months [add country meaning], how did you manage livestock diseases","livestock_diseases_management","select_multiple",NA
"1_4_3_8","5","Genetic selection for disease resistance",NA,"global","select_multiple 1_4_3_8","_1_4_3_8","Over the past 12 months [add country meaning], how did you manage livestock diseases","livestock_diseases_management","select_multiple",NA
"1_4_3_8","6","Herbal remedies or traditional medicine",NA,"global","select_multiple 1_4_3_8","_1_4_3_8","Over the past 12 months [add country meaning], how did you manage livestock diseases","livestock_diseases_management","select_multiple",NA
"1_4_3_8","7","No action taken","none","global","select_multiple 1_4_3_8","_1_4_3_8","Over the past 12 months [add country meaning], how did you manage livestock diseases","livestock_diseases_management","select_multiple",NA
"1_4_3_8","other","Other (please specify)",NA,"global","select_multiple 1_4_3_8","_1_4_3_8","Over the past 12 months [add country meaning], how did you manage livestock diseases","livestock_diseases_management","select_multiple",NA
"1_4_3_9","1","Vaccination",NA,"global","select_multiple 1_4_3_9","_1_4_3_9","Over the past 12 months [add country meaning], how did you manage fish diseases","fish_diseases_management","select_multiple",NA
"1_4_3_9","2","Antibiotics",NA,"global","select_multiple 1_4_3_9","_1_4_3_9","Over the past 12 months [add country meaning], how did you manage fish diseases","fish_diseases_management","select_multiple",NA
"1_4_3_9","3","Organic treatments",NA,"global","select_multiple 1_4_3_9","_1_4_3_9","Over the past 12 months [add country meaning], how did you manage fish diseases","fish_diseases_management","select_multiple",NA
"1_4_3_9","4","Quarantine measures",NA,"global","select_multiple 1_4_3_9","_1_4_3_9","Over the past 12 months [add country meaning], how did you manage fish diseases","fish_diseases_management","select_multiple",NA
"1_4_3_9","5","Genetic selection for disease resistance",NA,"global","select_multiple 1_4_3_9","_1_4_3_9","Over the past 12 months [add country meaning], how did you manage fish diseases","fish_diseases_management","select_multiple",NA
"1_4_3_9","6","Herbal remedies or traditional medicine",NA,"global","select_multiple 1_4_3_9","_1_4_3_9","Over the past 12 months [add country meaning], how did you manage fish diseases","fish_diseases_management","select_multiple",NA
"1_4_3_9","7","No action taken",NA,"global","select_multiple 1_4_3_9","_1_4_3_9","Over the past 12 months [add country meaning], how did you manage fish diseases","fish_diseases_management","select_multiple",NA
"1_4_3_9","other","Other (please specify)",NA,"global","select_multiple 1_4_3_9","_1_4_3_9","Over the past 12 months [add country meaning], how did you manage fish diseases","fish_diseases_management","select_multiple",NA
"1_4_4_4","5","Not at all",NA,"global","select_one 1_4_4_4","_1_4_4_4","Do you perceive that you could involuntarily lose ownership or use rights to any of the land (agricultural or not) you currently own or hold use rights to in the next 5 years?","land_tenure_security","select_one",NA
"1_4_4_4","4","Slightly likely",NA,"global","select_one 1_4_4_4","_1_4_4_4","Do you perceive that you could involuntarily lose ownership or use rights to any of the land (agricultural or not) you currently own or hold use rights to in the next 5 years?","land_tenure_security","select_one",NA
"1_4_4_4","3","Moderately likely",NA,"global","select_one 1_4_4_4","_1_4_4_4","Do you perceive that you could involuntarily lose ownership or use rights to any of the land (agricultural or not) you currently own or hold use rights to in the next 5 years?","land_tenure_security","select_one",NA
"1_4_4_4","2","Very likely",NA,"global","select_one 1_4_4_4","_1_4_4_4","Do you perceive that you could involuntarily lose ownership or use rights to any of the land (agricultural or not) you currently own or hold use rights to in the next 5 years?","land_tenure_security","select_one",NA
"1_4_4_4","1","Extremely likely",NA,"global","select_one 1_4_4_4","_1_4_4_4","Do you perceive that you could involuntarily lose ownership or use rights to any of the land (agricultural or not) you currently own or hold use rights to in the next 5 years?","land_tenure_security","select_one",NA
"2_10_1_1","1","Animals suffer from hunger and thirst, stress and diseases all year long, and are slaughtered without avoiding unnecessary pain.",NA,"global","select_one 2_10_1_1","_2_10_1_1","Are the animals of your farm healthy and happy?","livestock_health","select_one",NA
"2_10_1_1","2","Animals suffer periodically/seasonally from hunger and thirst, stress or diseases, and are slaughtered without avoiding unnecessary pain.",NA,"global","select_one 2_10_1_1","_2_10_1_1","Are the animals of your farm healthy and happy?","livestock_health","select_one",NA
"2_10_1_1","3","Animals do not suffer from hunger or thirst, but suffer from stress, may be prone to diseases and can suffer from pain at slaughter.",NA,"global","select_one 2_10_1_1","_2_10_1_1","Are the animals of your farm healthy and happy?","livestock_health","select_one",NA
"2_10_1_1","4","Animals do not suffer from hunger, thirst or diseases but can experience stress, especially at slaughter.",NA,"global","select_one 2_10_1_1","_2_10_1_1","Are the animals of your farm healthy and happy?","livestock_health","select_one",NA
"2_10_1_1","5","Animals do not suffer from stress, hunger, thirst, pain, or diseases, and are slaughtered in a way to avoid unnecessary pain.",NA,"global","select_one 2_10_1_1","_2_10_1_1","Are the animals of your farm healthy and happy?","livestock_health","select_one",NA
"2_10_1_2","adequate","Provide consistent access to adequate food",NA,"global","select_multiple 2_10_1_2","_2_10_1_2","What do you do on the farm to keep animals healthy and happy?","livestock_health_practice","select_multiple",NA
"2_10_1_2","diversified","Provide diversified diets",NA,"global","select_multiple 2_10_1_2","_2_10_1_2","What do you do on the farm to keep animals healthy and happy?","livestock_health_practice","select_multiple",NA
"2_10_1_2","consistent","Provide consistent access to clean drinking water",NA,"global","select_multiple 2_10_1_2","_2_10_1_2","What do you do on the farm to keep animals healthy and happy?","livestock_health_practice","select_multiple",NA
"2_10_1_2","shelter","Provide shelter",NA,"global","select_multiple 2_10_1_2","_2_10_1_2","What do you do on the farm to keep animals healthy and happy?","livestock_health_practice","select_multiple",NA
"2_10_1_2","regular","Conduct regular checks for injuries/diseases",NA,"global","select_multiple 2_10_1_2","_2_10_1_2","What do you do on the farm to keep animals healthy and happy?","livestock_health_practice","select_multiple",NA
"2_10_1_2","higenic","Provide hygenic surroundings",NA,"global","select_multiple 2_10_1_2","_2_10_1_2","What do you do on the farm to keep animals healthy and happy?","livestock_health_practice","select_multiple",NA
"2_10_1_2","medical","Provide medical assistance when needed",NA,"global","select_multiple 2_10_1_2","_2_10_1_2","What do you do on the farm to keep animals healthy and happy?","livestock_health_practice","select_multiple",NA
"2_10_1_2","none","No action taken",NA,"global","select_multiple 2_10_1_2","_2_10_1_2","What do you do on the farm to keep animals healthy and happy?","livestock_health_practice","select_multiple",NA
"2_10_1_2","other","Other (please describe)",NA,"global","select_multiple 2_10_1_2","_2_10_1_2","What do you do on the farm to keep animals healthy and happy?","livestock_health_practice","select_multiple",NA
"2_12_1","1","Planting natural vegetation between fields like live fences, hedgerows, flower strips.",NA,"global","select_multiple 2_12_1","_2_12_1","In addition to actions you mentioned previously, is there anything else you do on your farm to make sure their are positive relationships between animals, crops, trees, soil and water?","synergy_practices","select_multiple",NA
"2_12_1","2","Crop irrigation from harvested rainwater.",NA,"global","select_multiple 2_12_1","_2_12_1","In addition to actions you mentioned previously, is there anything else you do on your farm to make sure their are positive relationships between animals, crops, trees, soil and water?","synergy_practices","select_multiple",NA
"2_12_1","3","Sowing along contour lines.",NA,"global","select_multiple 2_12_1","_2_12_1","In addition to actions you mentioned previously, is there anything else you do on your farm to make sure their are positive relationships between animals, crops, trees, soil and water?","synergy_practices","select_multiple",NA
"2_12_1","4","Animals and crops in the same field (at same time, or in rotation).",NA,"global","select_multiple 2_12_1","_2_12_1","In addition to actions you mentioned previously, is there anything else you do on your farm to make sure their are positive relationships between animals, crops, trees, soil and water?","synergy_practices","select_multiple",NA
"2_12_1","5","Planting or conserving trees on agricultural land (cropland or pasture).",NA,"global","select_multiple 2_12_1","_2_12_1","In addition to actions you mentioned previously, is there anything else you do on your farm to make sure their are positive relationships between animals, crops, trees, soil and water?","synergy_practices","select_multiple",NA
"2_12_1","6","Avoid or limit grass fires (do not burn every year).",NA,"global","select_multiple 2_12_1","_2_12_1","In addition to actions you mentioned previously, is there anything else you do on your farm to make sure their are positive relationships between animals, crops, trees, soil and water?","synergy_practices","select_multiple",NA
"2_12_1","none","None",NA,"global","select_multiple 2_12_1","_2_12_1","In addition to actions you mentioned previously, is there anything else you do on your farm to make sure their are positive relationships between animals, crops, trees, soil and water?","synergy_practices","select_multiple",NA
"2_12_1","other__please_specify","Other (please specify)",NA,"global","select_multiple 2_12_1","_2_12_1","In addition to actions you mentioned previously, is there anything else you do on your farm to make sure their are positive relationships between animals, crops, trees, soil and water?","synergy_practices","select_multiple",NA
"2_2_1_1","5","Always participates.",NA,"global","select_one 2_2_1_1","_2_2_1_1","How often does your household participate in activities and meetings related to the management of your community's land and natural resources?","participation_nr_frequency","select_one",NA
"2_2_1_1","4","Most of the times participates.",NA,"global","select_one 2_2_1_1","_2_2_1_1","How often does your household participate in activities and meetings related to the management of your community's land and natural resources?","participation_nr_frequency","select_one",NA
"2_2_1_1","3","Sometimes participates.",NA,"global","select_one 2_2_1_1","_2_2_1_1","How often does your household participate in activities and meetings related to the management of your community's land and natural resources?","participation_nr_frequency","select_one",NA
"2_2_1_1","2","Rarely participates.",NA,"global","select_one 2_2_1_1","_2_2_1_1","How often does your household participate in activities and meetings related to the management of your community's land and natural resources?","participation_nr_frequency","select_one",NA
"2_2_1_1","1","Never participates.",NA,"global","select_one 2_2_1_1","_2_2_1_1","How often does your household participate in activities and meetings related to the management of your community's land and natural resources?","participation_nr_frequency","select_one",NA
"2_2_1_2","5","Contribute to all the decisions.",NA,"global","select_one 2_2_1_2","_2_2_1_2","How often does your household influence the decision-making that goes into the management of your community's land and natural resources?","influence_nr_frequency","select_one",NA
"2_2_1_2","4","Contribute to almost all the decisions.",NA,"global","select_one 2_2_1_2","_2_2_1_2","How often does your household influence the decision-making that goes into the management of your community's land and natural resources?","influence_nr_frequency","select_one",NA
"2_2_1_2","3","Contribute to some decisions.",NA,"global","select_one 2_2_1_2","_2_2_1_2","How often does your household influence the decision-making that goes into the management of your community's land and natural resources?","influence_nr_frequency","select_one",NA
"2_2_1_2","2","Contribute to few decisions.",NA,"global","select_one 2_2_1_2","_2_2_1_2","How often does your household influence the decision-making that goes into the management of your community's land and natural resources?","influence_nr_frequency","select_one",NA
"2_2_1_2","1","Did not contribute in any decision.",NA,"global","select_one 2_2_1_2","_2_2_1_2","How often does your household influence the decision-making that goes into the management of your community's land and natural resources?","influence_nr_frequency","select_one",NA
"2_2_1_3","5","Extremely well-managed.",NA,"global","select_one 2_2_1_3","_2_2_1_3","In your opinion, are your community's land and natural resources well-managed?","nr_management_opinion","select_one",NA
"2_2_1_3","4","Well-managed.",NA,"global","select_one 2_2_1_3","_2_2_1_3","In your opinion, are your community's land and natural resources well-managed?","nr_management_opinion","select_one",NA
"2_2_1_3","3","Moderately managed.",NA,"global","select_one 2_2_1_3","_2_2_1_3","In your opinion, are your community's land and natural resources well-managed?","nr_management_opinion","select_one",NA
"2_2_1_3","2","Poorly managed.",NA,"global","select_one 2_2_1_3","_2_2_1_3","In your opinion, are your community's land and natural resources well-managed?","nr_management_opinion","select_one",NA
"2_2_1_3","1","Not at all well-managed.",NA,"global","select_one 2_2_1_3","_2_2_1_3","In your opinion, are your community's land and natural resources well-managed?","nr_management_opinion","select_one",NA
"2_3_1_1","agricultural","Agriculture/trade organization",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_1","cooperative","Cooperative.",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_1","producer","Enviromental group.",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_1","fpo","Farmer producer organization.",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_1","farmer","Farmers' association.",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_1","ngo","NGO.",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_1","women","Women association.",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_1","youth","Youth association.",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_1","political","Political organization.",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
"2_3_1_1","board","Village board.",NA,"global","select_multiple 2_3_1_1","_2_3_1_1","Select all the associations/organizations of which you or other HH members are part of","membership","select_multiple",NA
