"column_name_new2","name_choice","Count","Total","Percentage","column_name_new","label_choice","category_1","sub_category","category_3","factor","metric","metric_type","categorical_type","description"
"credit_access_constraint","0",147,201,73.134328358209,"credit_access_constraint","No","P&I_context_financial_risk_management","financial risk management","credit constraint","Access to credit was a constraint","1= yes; 0= no","binary","NA","Did the household need credit in the last 5 years but could not obtain it?"
"credit_access_constraint","1",54,201,26.865671641791,"credit_access_constraint","Yes","P&I_context_financial_risk_management","financial risk management","credit constraint","Access to credit was a constraint","1= yes; 0= no","binary","NA","Did the household need credit in the last 5 years but could not obtain it?"
"crops_sale","0",128,201,63.681592039801,"crops_sale","No","farm_management_characteristics","production, value chain","sale","Sale of produced crops","1= yes; 0= no","binary","NA","Did the household sell any produced crops in the last 12 months?"
"crops_sale","1",73,201,36.318407960199,"crops_sale","Yes","farm_management_characteristics","production, value chain","sale","Sale of produced crops","1= yes; 0= no","binary","NA","Did the household sell any produced crops in the last 12 months?"
"dfs_adoption_binary","0",75,201,37.3134328358209,"dfs_adoption_binary","No","outcome","diversified farming system","adoption","DFS adoption","1= yes; 0= no","binary","NA","Adoption of diversified farming systems"
"dfs_adoption_binary","1",126,201,62.6865671641791,"dfs_adoption_binary","Yes","outcome","diversified farming system","adoption","DFS adoption","1= yes; 0= no","binary","NA","Adoption of diversified farming systems"
"dfs_agroforestry_adoption","0",200,201,99.5024875621891,"dfs_agroforestry_adoption","No","outcome","diversified farming system","adoption","Agroforestry adoption","1= yes; 0= no","binary","NA","Adoption of agroforestry"
"dfs_agroforestry_adoption","1",1,201,0.497512437810945,"dfs_agroforestry_adoption","Yes","outcome","diversified farming system","adoption","Agroforestry adoption","1= yes; 0= no","binary","NA","Adoption of agroforestry"
"dfs_cover_crops_adoption","0",163,201,81.0945273631841,"dfs_cover_crops_adoption","No","outcome","diversified farming system","adoption","Cover crops adoption","1= yes; 0= no","binary","NA","Adoption of  cover crops"
"dfs_cover_crops_adoption","1",38,201,18.9054726368159,"dfs_cover_crops_adoption","Yes","outcome","diversified farming system","adoption","Cover crops adoption","1= yes; 0= no","binary","NA","Adoption of  cover crops"
"dfs_crop_rotation_adoption","0",105,201,52.2388059701493,"dfs_crop_rotation_adoption","No","outcome","diversified farming system","adoption","Crop rotation adoption","1= yes; 0= no","binary","NA","Adoption of crop rotation"
"dfs_crop_rotation_adoption","1",96,201,47.7611940298507,"dfs_crop_rotation_adoption","Yes","outcome","diversified farming system","adoption","Crop rotation adoption","1= yes; 0= no","binary","NA","Adoption of crop rotation"
"dfs_fallow_adoption","0",181,201,90.0497512437811,"dfs_fallow_adoption","No","outcome","diversified farming system","adoption","Fallow adoption","1= yes; 0= no","binary","NA","Adoption of fallow"
"dfs_fallow_adoption","1",20,201,9.95024875621891,"dfs_fallow_adoption","Yes","outcome","diversified farming system","adoption","Fallow adoption","1= yes; 0= no","binary","NA","Adoption of fallow"
"dfs_hedgerows_adoption","0",200,201,99.5024875621891,"dfs_hedgerows_adoption","No","outcome","diversified farming system","adoption","Hedgerows adoption","1= yes; 0= no","binary","NA","Adoption of hedgerows"
"dfs_hedgerows_adoption","1",1,201,0.497512437810945,"dfs_hedgerows_adoption","Yes","outcome","diversified farming system","adoption","Hedgerows adoption","1= yes; 0= no","binary","NA","Adoption of hedgerows"
"dfs_homegarden_adoption","0",199,201,99.0049751243781,"dfs_homegarden_adoption","No","outcome","diversified farming system","adoption","Home garden adoption","1= yes; 0= no","binary","NA","Adoption of  home garden"
"dfs_homegarden_adoption","1",2,201,0.995024875621891,"dfs_homegarden_adoption","Yes","outcome","diversified farming system","adoption","Home garden adoption","1= yes; 0= no","binary","NA","Adoption of  home garden"
"dfs_intercropping_adoption","0",156,201,77.6119402985075,"dfs_intercropping_adoption","No","outcome","diversified farming system","adoption","Intercropping adoption","1= yes; 0= no","binary","NA","Adoption of intercropping"
"dfs_intercropping_adoption","1",45,201,22.3880597014925,"dfs_intercropping_adoption","Yes","outcome","diversified farming system","adoption","Intercropping adoption","1= yes; 0= no","binary","NA","Adoption of intercropping"
"dfs_pullpush_adoption","0",190,201,94.5273631840796,"dfs_pullpush_adoption","No","outcome","diversified farming system","adoption","Push-pull","1= yes; 0= no","binary","NA","Adoption of pull-push"
"dfs_pullpush_adoption","1",11,201,5.4726368159204,"dfs_pullpush_adoption","Yes","outcome","diversified farming system","adoption","Push-pull","1= yes; 0= no","binary","NA","Adoption of pull-push"
"dfs_strip_vegetation_adoption","0",200,201,99.5024875621891,"dfs_strip_vegetation_adoption","No","outcome","diversified farming system","adoption","Natural strip vegetation adoption","1= yes; 0= no","binary","NA","Adoption of natural strip vegetation"
"dfs_strip_vegetation_adoption","1",1,201,0.497512437810945,"dfs_strip_vegetation_adoption","Yes","outcome","diversified farming system","adoption","Natural strip vegetation adoption","1= yes; 0= no","binary","NA","Adoption of natural strip vegetation"
"district","mbire",103,201,51.2437810945274,"district",NA,"P&I_context_general","general","administrative","District",NA,"categorical","nominal","District where the household is located."
"district","murehwa",98,201,48.7562189054726,"district",NA,"P&I_context_general","general","administrative","District",NA,"categorical","nominal","District where the household is located."
"diversity_trees","0",39,201,19.4029850746269,"diversity_trees","No trees or other woody perennials.","natural_capital","farm diversity",NA,"Diversity of trees (or perennial woody plants) on the farm","3= High: five or more species with different heights, woodiness or flowering seasons. 2= Medium: two to four species. 1= Low: only one species. 0= No trees or other woody perennials.","categorical","ordinal","How diverse are the tree or perennial woody plant species on the farm?"
"diversity_trees","1",43,201,21.3930348258706,"diversity_trees","Low: only one species.","natural_capital","farm diversity",NA,"Diversity of trees (or perennial woody plants) on the farm","3= High: five or more species with different heights, woodiness or flowering seasons. 2= Medium: two to four species. 1= Low: only one species. 0= No trees or other woody perennials.","categorical","ordinal","How diverse are the tree or perennial woody plant species on the farm?"
"diversity_trees","2",75,201,37.3134328358209,"diversity_trees","Medium: two to four species.","natural_capital","farm diversity",NA,"Diversity of trees (or perennial woody plants) on the farm","3= High: five or more species with different heights, woodiness or flowering seasons. 2= Medium: two to four species. 1= Low: only one species. 0= No trees or other woody perennials.","categorical","ordinal","How diverse are the tree or perennial woody plant species on the farm?"
"diversity_trees","3",44,201,21.8905472636816,"diversity_trees","High: five or more species with different heights, woodiness or flowering seasons.","natural_capital","farm diversity",NA,"Diversity of trees (or perennial woody plants) on the farm","3= High: five or more species with different heights, woodiness or flowering seasons. 2= Medium: two to four species. 1= Low: only one species. 0= No trees or other woody perennials.","categorical","ordinal","How diverse are the tree or perennial woody plant species on the farm?"
"drought_experience","0",11,201,5.4726368159204,"drought_experience","No","biophysical_context","Climate change perception or experience","drought","Drought experience","1= yes; 0= otherwise","binary","NA","In the last 12 months, has the farmer experienced drought conditions on their farmland?"
"drought_experience","decrease",34,201,16.9154228855721,"drought_experience",NA,"biophysical_context","Climate change perception or experience","drought","Drought experience","1= yes; 0= otherwise","binary","NA","In the last 12 months, has the farmer experienced drought conditions on their farmland?"
"drought_experience","increase",82,201,40.7960199004975,"drought_experience",NA,"biophysical_context","Climate change perception or experience","drought","Drought experience","1= yes; 0= otherwise","binary","NA","In the last 12 months, has the farmer experienced drought conditions on their farmland?"
"drought_experience","nochange",74,201,36.81592039801,"drought_experience",NA,"biophysical_context","Climate change perception or experience","drought","Drought experience","1= yes; 0= otherwise","binary","NA","In the last 12 months, has the farmer experienced drought conditions on their farmland?"
"education_level_female_finished","0",122,201,60.6965174129353,"education_level_female_finished","No","human_capital","household","demographic","Level of education of most household female","0= none or no female living the household; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by female household members."
"education_level_female_finished","1",65,201,32.3383084577114,"education_level_female_finished","Yes","human_capital","household","demographic","Level of education of most household female","0= none or no female living the household; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by female household members."
"education_level_female_finished","2",2,201,0.995024875621891,"education_level_female_finished",NA,"human_capital","household","demographic","Level of education of most household female","0= none or no female living the household; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by female household members."
"education_level_female_finished",NA,12,201,5.97014925373134,"education_level_female_finished",NA,"human_capital","household","demographic","Level of education of most household female","0= none or no female living the household; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by female household members."
"education_level_finished","0",101,201,50.2487562189055,"education_level_finished","No","human_capital","household_head","demographic","Level of education of farmer","0= none; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by the household head."
"education_level_finished","1",72,201,35.8208955223881,"education_level_finished","Yes","human_capital","household_head","demographic","Level of education of farmer","0= none; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by the household head."
"education_level_finished","2",4,201,1.99004975124378,"education_level_finished",NA,"human_capital","household_head","demographic","Level of education of farmer","0= none; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by the household head."
"education_level_finished",NA,24,201,11.9402985074627,"education_level_finished",NA,"human_capital","household_head","demographic","Level of education of farmer","0= none; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by the household head."
"education_level_household_finished","0",94,201,46.7661691542289,"education_level_household_finished","No","human_capital","household","demographic","Level of education of most household members","0= none; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by the household members."
"education_level_household_finished","1",99,201,49.2537313432836,"education_level_household_finished","Yes","human_capital","household","demographic","Level of education of most household members","0= none; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by the household members."
"education_level_household_finished","2",5,201,2.48756218905473,"education_level_household_finished",NA,"human_capital","household","demographic","Level of education of most household members","0= none; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by the household members."
"education_level_household_finished",NA,3,201,1.49253731343284,"education_level_household_finished",NA,"human_capital","household","demographic","Level of education of most household members","0= none; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by the household members."
"education_level_male_finished","0",151,201,75.1243781094527,"education_level_male_finished","No","human_capital","household","demographic","Level of education of most household male","0= none or no male living in household; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by male household members."
"education_level_male_finished","1",45,201,22.3880597014925,"education_level_male_finished","Yes","human_capital","household","demographic","Level of education of most household male","0= none or no male living in household; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by male household members."
"education_level_male_finished","2",2,201,0.995024875621891,"education_level_male_finished",NA,"human_capital","household","demographic","Level of education of most household male","0= none or no male living in household; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by male household members."
"education_level_male_finished",NA,3,201,1.49253731343284,"education_level_male_finished",NA,"human_capital","household","demographic","Level of education of most household male","0= none or no male living in household; 1= primary; 2= secondary; 3= post-secondary","categorical","ordinal","Highest level of formal education completed by male household members."
"energy_source","1",6,201,2.98507462686567,"energy_source","All energy is purchased from the market.","physical_capital","energy","energy source","Energy sources","1= All energy is purchased from the market. 2= 75% of energy is purchased from the market, the other 25% is produced on farm/within the agroecosystem or exchanged with other members of the community. 3= 50% of energy is purchased from the market, the other 50% is produced on farm/within the agroecosystem or exchanged with other members of the community. 4= 25% of energy is purchased from the market, the other 75% is self-produced or exchanged. 5= All energy is self-produced, exchanged with other farmers or managed collectively.","categorical","ordinal","Farmer's reliance on market-purchased versus self-produced or exchanged energy sources."
"energy_source","2",1,201,0.497512437810945,"energy_source","75% of energy is purchased from the market, the other 25% is produced on farm/within the agroecosystem or exchanged with other members of the community.","physical_capital","energy","energy source","Energy sources","1= All energy is purchased from the market. 2= 75% of energy is purchased from the market, the other 25% is produced on farm/within the agroecosystem or exchanged with other members of the community. 3= 50% of energy is purchased from the market, the other 50% is produced on farm/within the agroecosystem or exchanged with other members of the community. 4= 25% of energy is purchased from the market, the other 75% is self-produced or exchanged. 5= All energy is self-produced, exchanged with other farmers or managed collectively.","categorical","ordinal","Farmer's reliance on market-purchased versus self-produced or exchanged energy sources."
"energy_source","3",2,201,0.995024875621891,"energy_source","50% of energy is purchased from the market, the other 50% is produced on farm/within the agroecosystem or exchanged with other members of the community.","physical_capital","energy","energy source","Energy sources","1= All energy is purchased from the market. 2= 75% of energy is purchased from the market, the other 25% is produced on farm/within the agroecosystem or exchanged with other members of the community. 3= 50% of energy is purchased from the market, the other 50% is produced on farm/within the agroecosystem or exchanged with other members of the community. 4= 25% of energy is purchased from the market, the other 75% is self-produced or exchanged. 5= All energy is self-produced, exchanged with other farmers or managed collectively.","categorical","ordinal","Farmer's reliance on market-purchased versus self-produced or exchanged energy sources."
"energy_source","4",14,201,6.96517412935323,"energy_source","25% of energy is purchased from the market, the other 75% is self-produced or exchanged.","physical_capital","energy","energy source","Energy sources","1= All energy is purchased from the market. 2= 75% of energy is purchased from the market, the other 25% is produced on farm/within the agroecosystem or exchanged with other members of the community. 3= 50% of energy is purchased from the market, the other 50% is produced on farm/within the agroecosystem or exchanged with other members of the community. 4= 25% of energy is purchased from the market, the other 75% is self-produced or exchanged. 5= All energy is self-produced, exchanged with other farmers or managed collectively.","categorical","ordinal","Farmer's reliance on market-purchased versus self-produced or exchanged energy sources."
"energy_source","5",178,201,88.5572139303483,"energy_source","All energy is self-produced, exchanged with other farmers or managed collectively.","physical_capital","energy","energy source","Energy sources","1= All energy is purchased from the market. 2= 75% of energy is purchased from the market, the other 25% is produced on farm/within the agroecosystem or exchanged with other members of the community. 3= 50% of energy is purchased from the market, the other 50% is produced on farm/within the agroecosystem or exchanged with other members of the community. 4= 25% of energy is purchased from the market, the other 75% is self-produced or exchanged. 5= All energy is self-produced, exchanged with other farmers or managed collectively.","categorical","ordinal","Farmer's reliance on market-purchased versus self-produced or exchanged energy sources."
"ethnicity","african",201,201,100,"ethnicity","african","human_capital","household_head","demographic","Ethnicity","NA","categorical","nominal","Ethnic background of the household head."
"fair_price_crops","0",128,201,63.681592039801,"fair_price_crops","I don't know","P&I_context_value_chain","value chain","fair price","Perception of price fairness: crops","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their crops?"
"fair_price_crops","1",19,201,9.45273631840796,"fair_price_crops","Never get a fair price.","P&I_context_value_chain","value chain","fair price","Perception of price fairness: crops","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their crops?"
"fair_price_crops","2",16,201,7.96019900497512,"fair_price_crops","Rarely get a fair price.","P&I_context_value_chain","value chain","fair price","Perception of price fairness: crops","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their crops?"
"fair_price_crops","3",22,201,10.9452736318408,"fair_price_crops","Occasionally get a fair price, depending on the product.","P&I_context_value_chain","value chain","fair price","Perception of price fairness: crops","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their crops?"
"fair_price_crops","4",15,201,7.46268656716418,"fair_price_crops","Usually get a fair price, depending on the product.","P&I_context_value_chain","value chain","fair price","Perception of price fairness: crops","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their crops?"
"fair_price_crops","5",1,201,0.497512437810945,"fair_price_crops","Always get a fair price.","P&I_context_value_chain","value chain","fair price","Perception of price fairness: crops","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their crops?"
"fair_price_fish","0",201,201,100,"fair_price_fish","I don't know","P&I_context_value_chain","value chain","fair price","Perception of price fairness: fish","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their fish?"
"fair_price_honey","0",200,201,99.5024875621891,"fair_price_honey","I don't know","P&I_context_value_chain","value chain","fair price","Perception of price fairness: honey","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their honey?"
"fair_price_honey","3",1,201,0.497512437810945,"fair_price_honey","Occasionally get a fair price, depending on the product.","P&I_context_value_chain","value chain","fair price","Perception of price fairness: honey","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their honey?"
"fair_price_livestock","0",115,201,57.2139303482587,"fair_price_livestock","I don't know","P&I_context_value_chain","value chain","fair price","Perception of price fairness: livestock","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their livestock?"
"fair_price_livestock","1",29,201,14.4278606965174,"fair_price_livestock","Never get a fair price.","P&I_context_value_chain","value chain","fair price","Perception of price fairness: livestock","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their livestock?"
"fair_price_livestock","2",18,201,8.95522388059701,"fair_price_livestock","Rarely get a fair price.","P&I_context_value_chain","value chain","fair price","Perception of price fairness: livestock","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their livestock?"
"fair_price_livestock","3",19,201,9.45273631840796,"fair_price_livestock","Occasionally get a fair price, depending on the product.","P&I_context_value_chain","value chain","fair price","Perception of price fairness: livestock","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their livestock?"
"fair_price_livestock","4",16,201,7.96019900497512,"fair_price_livestock","Usually get a fair price, depending on the product.","P&I_context_value_chain","value chain","fair price","Perception of price fairness: livestock","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their livestock?"
"fair_price_livestock","5",4,201,1.99004975124378,"fair_price_livestock","Always get a fair price.","P&I_context_value_chain","value chain","fair price","Perception of price fairness: livestock","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their livestock?"
"fair_price_wood","0",201,201,100,"fair_price_wood","I don't know","P&I_context_value_chain","value chain","fair price","Perception of price fairness: wood","5 = Always gets a fair price; 4 = Usually gets a fair price, depending on the product; 3 = Occasionally gets a fair price, depending on the product; 2 = Rarely gets a fair price; 1 = Never gets a fair price; 0 = I don't know or does not produce or produces but does not sell","categorical","ordinal","Does the farmer perceive they receive a fair price for their wood or other tree products (e.g., bark, rubber)?"
"farm_products.Fish","0",201,201,100,"farm_products.Fish","No","farm_management_characteristics","production","fish","Fish production","1= yes; 0= no","binary","NA","Did the household produce fish in the last 12 months?"
"farm_products.Honey","0",199,201,99.0049751243781,"farm_products.Honey","No","farm_management_characteristics","production","honey","Honey production","1= yes; 0= no","binary","NA","Did the household produce honey in the last 12 months?"
"farm_products.Honey","1",2,201,0.995024875621891,"farm_products.Honey","Yes","farm_management_characteristics","production","honey","Honey production","1= yes; 0= no","binary","NA","Did the household produce honey in the last 12 months?"
"farm_products.Livestock","0",72,201,35.8208955223881,"farm_products.Livestock","No","financial_capital","assets","livestock","Livestock ownership","1= yes; 0= no","binary","NA","Does the household own livestock?"
"farm_products.Livestock","1",129,201,64.1791044776119,"farm_products.Livestock","Yes","financial_capital","assets","livestock","Livestock ownership","1= yes; 0= no","binary","NA","Does the household own livestock?"
"farm_products_sale","0",86,201,42.7860696517413,"farm_products_sale","No","farm_management_characteristics","production, value chain","sale","Sale of farm products","1= yes; 0= no","binary","NA","Did the household sell any farm products in the last 12 months?"
"farm_products_sale","1",115,201,57.2139303482587,"farm_products_sale","Yes","farm_management_characteristics","production, value chain","sale","Sale of farm products","1= yes; 0= no","binary","NA","Did the household sell any farm products in the last 12 months?"
"farmer_agency_1","0",7,201,3.48258706467662,"farmer_agency_1","Not applicable","farmers_behaviour","Cognitive factors: encompass how farmers perceive the advantages, disadvantages, and potential risk of a given agricultural practice, as well as their confidence in the own ability to implement it (Dessart et al. 2019).","perceived control","Household decision-making agency: women","5= Step 5: Power and freedom to make all major life decisions. 4= Step 4: Power and freedom to make many major life decisions. 3= Step 3: Power and freedom to make some major life decisions. 2= Step 2: Only a small amount of power and freedom. 1= Step 1: Almost no power or freedom to make decisions. 0= Not applicable","categorical","ordinal","Extent of power and freedom to make major life decisions among women in the household."
"farmer_agency_1","1",3,201,1.49253731343284,"farmer_agency_1","Step 1: Almost no power or freedom to make decisions.","farmers_behaviour","Cognitive factors: encompass how farmers perceive the advantages, disadvantages, and potential risk of a given agricultural practice, as well as their confidence in the own ability to implement it (Dessart et al. 2019).","perceived control","Household decision-making agency: women","5= Step 5: Power and freedom to make all major life decisions. 4= Step 4: Power and freedom to make many major life decisions. 3= Step 3: Power and freedom to make some major life decisions. 2= Step 2: Only a small amount of power and freedom. 1= Step 1: Almost no power or freedom to make decisions. 0= Not applicable","categorical","ordinal","Extent of power and freedom to make major life decisions among women in the household."
"farmer_agency_1","2",10,201,4.97512437810945,"farmer_agency_1","Step 2: Only a small amount of power and freedom.","farmers_behaviour","Cognitive factors: encompass how farmers perceive the advantages, disadvantages, and potential risk of a given agricultural practice, as well as their confidence in the own ability to implement it (Dessart et al. 2019).","perceived control","Household decision-making agency: women","5= Step 5: Power and freedom to make all major life decisions. 4= Step 4: Power and freedom to make many major life decisions. 3= Step 3: Power and freedom to make some major life decisions. 2= Step 2: Only a small amount of power and freedom. 1= Step 1: Almost no power or freedom to make decisions. 0= Not applicable","categorical","ordinal","Extent of power and freedom to make major life decisions among women in the household."
"farmer_agency_1","3",62,201,30.8457711442786,"farmer_agency_1","Step 3: Power and freedom to make some major life decisions.","farmers_behaviour","Cognitive factors: encompass how farmers perceive the advantages, disadvantages, and potential risk of a given agricultural practice, as well as their confidence in the own ability to implement it (Dessart et al. 2019).","perceived control","Household decision-making agency: women","5= Step 5: Power and freedom to make all major life decisions. 4= Step 4: Power and freedom to make many major life decisions. 3= Step 3: Power and freedom to make some major life decisions. 2= Step 2: Only a small amount of power and freedom. 1= Step 1: Almost no power or freedom to make decisions. 0= Not applicable","categorical","ordinal","Extent of power and freedom to make major life decisions among women in the household."
"farmer_agency_1","4",59,201,29.3532338308458,"farmer_agency_1","Step 4: Power and freedom to make many major life decisions.","farmers_behaviour","Cognitive factors: encompass how farmers perceive the advantages, disadvantages, and potential risk of a given agricultural practice, as well as their confidence in the own ability to implement it (Dessart et al. 2019).","perceived control","Household decision-making agency: women","5= Step 5: Power and freedom to make all major life decisions. 4= Step 4: Power and freedom to make many major life decisions. 3= Step 3: Power and freedom to make some major life decisions. 2= Step 2: Only a small amount of power and freedom. 1= Step 1: Almost no power or freedom to make decisions. 0= Not applicable","categorical","ordinal","Extent of power and freedom to make major life decisions among women in the household."
"farmer_agency_1","5",60,201,29.8507462686567,"farmer_agency_1","Step 5: Power and freedom to make all major life decisions.","farmers_behaviour","Cognitive factors: encompass how farmers perceive the advantages, disadvantages, and potential risk of a given agricultural practice, as well as their confidence in the own ability to implement it (Dessart et al. 2019).","perceived control","Household decision-making agency: women","5= Step 5: Power and freedom to make all major life decisions. 4= Step 4: Power and freedom to make many major life decisions. 3= Step 3: Power and freedom to make some major life decisions. 2= Step 2: Only a small amount of power and freedom. 1= Step 1: Almost no power or freedom to make decisions. 0= Not applicable","categorical","ordinal","Extent of power and freedom to make major life decisions among women in the household."
"farmer_agency_3","0",25,201,12.4378109452736,"farmer_agency_3","Not applicable","farmers_behaviour","Cognitive factors: encompass how farmers perceive the advantages, disadvantages, and potential risk of a given agricultural practice, as well as their confidence in the own ability to implement it (Dessart et al. 2019).","perceived control","Household decision-making agency: men","5= Step 5: Power and freedom to make all major life decisions. 4= Step 4: Power and freedom to make many major life decisions. 3= Step 3: Power and freedom to make some major life decisions. 2= Step 2: Only a small amount of power and freedom. 1= Step 1: Almost no power or freedom to make decisions. 0= Not applicable","categorical","ordinal","Extent of power and freedom to make major life decisions among men in the household."
"farmer_agency_3","1",2,201,0.995024875621891,"farmer_agency_3","Step 1: Almost no power or freedom to make decisions.","farmers_behaviour","Cognitive factors: encompass how farmers perceive the advantages, disadvantages, and potential risk of a given agricultural practice, as well as their confidence in the own ability to implement it (Dessart et al. 2019).","perceived control","Household decision-making agency: men","5= Step 5: Power and freedom to make all major life decisions. 4= Step 4: Power and freedom to make many major life decisions. 3= Step 3: Power and freedom to make some major life decisions. 2= Step 2: Only a small amount of power and freedom. 1= Step 1: Almost no power or freedom to make decisions. 0= Not applicable","categorical","ordinal","Extent of power and freedom to make major life decisions among men in the household."
"farmer_agency_3","2",6,201,2.98507462686567,"farmer_agency_3","Step 2: Only a small amount of power and freedom.","farmers_behaviour","Cognitive factors: encompass how farmers perceive the advantages, disadvantages, and potential risk of a given agricultural practice, as well as their confidence in the own ability to implement it (Dessart et al. 2019).","perceived control","Household decision-making agency: men","5= Step 5: Power and freedom to make all major life decisions. 4= Step 4: Power and freedom to make many major life decisions. 3= Step 3: Power and freedom to make some major life decisions. 2= Step 2: Only a small amount of power and freedom. 1= Step 1: Almost no power or freedom to make decisions. 0= Not applicable","categorical","ordinal","Extent of power and freedom to make major life decisions among men in the household."
